BioProject,#Organism Name,Organism Groups,Strain,BioSample,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
PRJNA675851,Chelonia mydas,Eukaryota;Animals;Reptiles,rCheMyd1,SAMN12612360,GCA_015237465.2, Chromosome,2134.38,44.0473,chromosome 1:NC_057849.1/CM026898.1; chromosome 2:NC_057850.1/CM026899.1; chromosome 3:NC_057851.1/CM026900.1; chromosome 4:NC_057852.1/CM026901.1; chromosome 5:NC_051245.2/CM026902.2; chromosome 6:NC_051246.2/CM026903.2; chromosome 7:NC_057853.1/CM026904.1; chromosome 8:NC_057854.1/CM026905.1; chromosome 9:NC_057855.1/CM026906.1; chromosome 10:NC_051250.2/CM026907.2; chromosome 11:NC_051251.2/CM026908.2; chromosome 12:NC_051252.2/CM026909.2; chromosome 13:NC_051253.2/CM026910.2; chromosome 14:NC_051254.2/CM026911.2; chromosome 15:NC_057856.1/CM026912.1; chromosome 16:NC_057857.1/CM026913.1; chromosome 17:NC_051257.2/CM026914.2; chromosome 18:NC_051258.2/CM026915.2; chromosome 19:NC_051259.2/CM026916.2; chromosome 20:NC_051260.2/CM026917.2; chromosome 21:NC_051261.2/CM026918.2; chromosome 22:NC_051262.2/CM026919.2; chromosome 23:NC_051263.2/CM026920.2; chromosome 24:NC_051264.2/CM026921.2; chromosome 25:NC_057858.1/CM026922.1; chromosome 26:NC_057859.1/CM026923.1; chromosome 27:NC_057860.1/CM026924.1; chromosome 28:NC_051268.2/CM026925.2; mitochondrion MT:NC_000886.1/,JADCQM02,93,71110,2020-11-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/237/465/GCA_015237465.2_rCheMyd1.pri.v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/237/465/GCF_015237465.2_rCheMyd1.pri.v2
PRJNA602522,Zalophus californianus,Eukaryota;Animals;Mammals,mZalCal1,SAMN12368149,GCA_009762305.2, Chromosome,2409.69,41.4631,chromosome 1:NC_045595.1/CM019802.2; chromosome 2:NC_045596.1/CM019803.2; chromosome 3:NC_045597.1/CM019804.2; chromosome 4:NC_045598.1/CM019805.2; chromosome 5:NC_045599.1/CM019806.2; chromosome 6:NC_045600.1/CM019807.2; chromosome 7:NC_045601.1/CM019808.2; chromosome 8:NC_045602.1/CM019809.2; chromosome 9:NC_045603.1/CM019810.2; chromosome 10:NC_045604.1/CM019811.2; chromosome 11:NC_045605.1/CM019812.2; chromosome 12:NC_045606.1/CM019813.2; chromosome 13:NC_045607.1/CM019814.2; chromosome 14:NC_045608.1/CM019815.2; chromosome 15:NC_045609.1/CM019816.2; chromosome 16:NC_045610.1/CM019817.2; chromosome 17:NC_045611.1/CM019818.2; chromosome X:NC_045612.1/CM019819.2; chromosome Y:NC_045613.1/CM019820.2; mitochondrion MT:NC_008416.1/CM019821.1,WPOA02,47,61024,2019-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/762/305/GCA_009762305.2_mZalCal1.pri.v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/762/305/GCF_009762305.2_mZalCal1.pri.v2
PRJNA388211,Helicoverpa armigera,Eukaryota;Animals;Insects,Harm_GR_Male_#8,SAMN06608624,GCA_002156985.1,Scaffold,337.088,37.4992,mitochondrion MT:NC_014668.1/,NHMN01,998,21035,2017-05-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/985/GCA_002156985.1_Harm_1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/156/985/GCF_002156985.1_Harm_1.0
PRJNA613008,Populus tomentosa,Eukaryota;Plants;Land Plants,GM15,SAMN14390005,GCA_018804465.1, Chromosome,739.803,33.6389,chromosome 1A:CM031968.1; chromosome 1D:CM031969.1; chromosome 2A:CM031970.1; chromosome 2D:CM031971.1; chromosome 3A:CM031972.1; chromosome 3D:CM031973.1; chromosome 4A:CM031974.1; chromosome 4D:CM031975.1; chromosome 5A:CM031976.1; chromosome 5D:CM031977.1; chromosome 6A:CM031978.1; chromosome 6D:CM031979.1; chromosome 7A:CM031980.1; chromosome 7D:CM031981.1; chromosome 8A:CM031982.1; chromosome 8D:CM031983.1; chromosome 9A:CM031984.1; chromosome 9D:CM031985.1; chromosome 10A:CM031986.1; chromosome 10D:CM031987.1; chromosome 11A:CM031988.1; chromosome 11D:CM031989.1; chromosome 12A:CM031990.1; chromosome 12D:CM031991.1; chromosome 13A:CM031992.1; chromosome 13D:CM031993.1; chromosome 14A:CM031994.1; chromosome 14D:CM031995.1; chromosome 15A:CM031996.1; chromosome 15D:CM031997.1; chromosome 16A:CM031998.1; chromosome 16D:CM031999.1; chromosome 17A:CM032000.1; chromosome 17D:CM032001.1; chromosome 18A:CM032002.1; chromosome 18D:CM032003.1; chromosome 19A:CM032004.1; chromosome 19D:CM032005.1; chloroplast Pltd:CM032033.1,JAAWWB01,2405,59102,2021-06-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/804/465/GCA_018804465.1_PTv2,
PRJNA751610,Panthera leo,Eukaryota;Animals;Mammals,Ple1,SAMN17054329,GCA_018350215.1, Chromosome,2297.57,41.7158,chromosome A1:NC_056679.1/CM031450.1; chromosome A2:NC_056680.1/CM031451.1; chromosome A3:NC_056681.1/CM031452.1; chromosome B1:NC_056682.1/CM031453.1; chromosome B2:NC_056683.1/CM031454.1; chromosome B3:NC_056684.1/CM031455.1; chromosome B4:NC_056685.1/CM031456.1; chromosome C1:NC_056686.1/CM031457.1; chromosome C2:NC_056687.1/CM031458.1; chromosome D1:NC_056688.1/CM031459.1; chromosome D2:NC_056689.1/CM031460.1; chromosome D3:NC_056690.1/CM031461.1; chromosome D4:NC_056691.1/CM031462.1; chromosome E1:NC_056692.1/CM031463.1; chromosome E2:NC_056693.1/CM031464.1; chromosome E3:NC_056694.1/CM031465.1; chromosome F2:NC_056695.1/CM031466.1; chromosome F3:NC_056696.1/CM031467.1; chromosome Y:NC_056697.1/CM031449.1; mitochondrion MT:NC_028302.1/,JAEQMX01,54,53278,2021-05-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/350/215/GCA_018350215.1_P.leo_Ple1_pat1.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/350/215/GCF_018350215.1_P.leo_Ple1_pat1.1
PRJNA783019,Portunus trituberculatus,Eukaryota;Animals;Other Animals,SZX2019,SAMN12306490,GCA_017591435.1, Chromosome,1005.06,41.143,chromosome 1:CM030071.1; chromosome 2:CM030072.1; chromosome 3:NC_059257.1/CM030073.1; chromosome 4:NC_059258.1/CM030074.1; chromosome 5:NC_059259.1/CM030075.1; chromosome 6:NC_059260.1/CM030076.1; chromosome 7:NC_059261.1/CM030077.1; chromosome 8:NC_059262.1/CM030078.1; chromosome 9:NC_059263.1/CM030079.1; chromosome 10:NC_059264.1/CM030080.1; chromosome 11:NC_059265.1/CM030081.1; chromosome 12:NC_059266.1/CM030082.1; chromosome 13:NC_059267.1/CM030083.1; chromosome 14:NC_059268.1/CM030084.1; chromosome 15:NC_059269.1/CM030085.1; chromosome 16:NC_059270.1/CM030086.1; chromosome 17:NC_059271.1/CM030087.1; chromosome 18:NC_059272.1/CM030088.1; chromosome 19:NC_059273.1/CM030089.1; chromosome 20:NC_059274.1/CM030090.1; chromosome 21:NC_059275.1/CM030091.1; chromosome 22:NC_059276.1/CM030092.1; chromosome 23:NC_059277.1/CM030093.1; chromosome 24:NC_059278.1/CM030094.1; chromosome 25:NC_059279.1/CM030095.1; chromosome 26:NC_059280.1/CM030096.1; chromosome 27:NC_059281.1/CM030097.1; chromosome 28:NC_059282.1/CM030098.1; chromosome 29:NC_059283.1/CM030099.1; chromosome 30:NC_059284.1/CM030100.1; chromosome 31:NC_059285.1/CM030101.1; chromosome 32:NC_059286.1/CM030102.1; chromosome 33:NC_059287.1/CM030103.1; chromosome 34:NC_059288.1/CM030104.1; chromosome 35:NC_059289.1/CM030105.1; chromosome 36:NC_059290.1/CM030106.1; chromosome 37:NC_059291.1/CM030107.1; chromosome 38:NC_059292.1/CM030108.1; chromosome 39:NC_059293.1/CM030109.1; chromosome 40:NC_059294.1/CM030110.1; chromosome 41:NC_059295.1/CM030111.1; chromosome 42:NC_059296.1/CM030112.1; chromosome 43:NC_059297.1/CM030113.1; chromosome 44:NC_059298.1/CM030114.1; chromosome 45:NC_059299.1/CM030115.1; chromosome 46:NC_059300.1/CM030116.1; chromosome 47:NC_059301.1/CM030117.1; chromosome 48:NC_059302.1/CM030118.1; chromosome 49:NC_059303.1/CM030119.1; chromosome 50:NC_059304.1/CM030120.1; mitochondrion MT:NC_005037.1/,JAGGDN01,524,37287,2021-03-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/591/435/GCA_017591435.1_ASM1759143v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/591/435/GCF_017591435.1_ASM1759143v1
PRJNA221578,Alligator mississippiensis,Eukaryota;Animals;Reptiles,KSC_2009_1,SAMN02981418,GCA_000281125.4,Scaffold,2161.73,44.4,mitochondrion MT:NC_001922.1/,AKHW03,7094,42388,2012-07-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/281/125/GCA_000281125.4_ASM28112v4,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/125/GCF_000281125.3_ASM28112v4
PRJNA655759,Oncorhynchus keta,Eukaryota;Animals;Fishes,Oke142-1_Chum_Gynogen,SAMN12367893,GCA_012931545.1, Chromosome,1853.1,43.3861,linkage group LG1:NC_050106.1/CM022907.1; linkage group LG2:NC_050107.1/CM022908.1; linkage group LG3:NC_050108.1/CM022909.1; linkage group LG4:NC_050109.1/CM022910.1; linkage group LG5:NC_050110.1/CM022911.1; linkage group LG6:NC_050111.1/CM022912.1; linkage group LG7:NC_050112.1/CM022913.1; linkage group LG8:NC_050113.1/CM022914.1; linkage group LG9:NC_050114.1/CM022915.1; linkage group LG10:NC_050115.1/CM022916.1; linkage group LG11:NC_050116.1/CM022917.1; linkage group LG12:NC_050117.1/CM022918.1; linkage group LG13:NC_050118.1/CM022919.1; linkage group LG14:NC_050119.1/CM022920.1; linkage group LG15:NC_050120.1/CM022921.1; linkage group LG16:NC_050121.1/CM022922.1; linkage group LG17:NC_050122.1/CM022923.1; linkage group LG18:NC_050123.1/CM022924.1; linkage group LG19:NC_050124.1/CM022925.1; linkage group LG20:NC_050125.1/CM022926.1; linkage group LG21:NC_050126.1/CM022927.1; linkage group LG22:NC_050127.1/CM022928.1; linkage group LG23:NC_050128.1/CM022929.1; linkage group LG24:NC_050129.1/CM022930.1; linkage group LG25:NC_050130.1/CM022931.1; linkage group LG26:NC_050131.1/CM022932.1; linkage group LG27:NC_050132.1/CM022933.1; linkage group LG28:NC_050133.1/CM022934.1; linkage group LG29:NC_050134.1/CM022935.1; linkage group LG30:NC_050135.1/CM022936.1; linkage group LG31:NC_050136.1/CM022937.1; linkage group LG32:NC_050137.1/CM022938.1; linkage group LG33:NC_050138.1/CM022939.1; linkage group LG34:NC_050139.1/CM022940.1; linkage group LG35:NC_050140.1/CM022941.1; linkage group LG36:NC_050141.1/CM022942.1; linkage group LG37:NC_050142.1/CM022943.1; mitochondrion MT:NC_017838.1/,JABAHX01,28109,67043,2020-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/931/545/GCA_012931545.1_Oket_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/931/545/GCF_012931545.1_Oket_V1
PRJNA801498,Homalodisca vitripennis,Eukaryota;Animals;Insects,AUS2020,SAMN22783162,GCA_021130785.2, Chromosome,2305.0,33.1572,chromosome 1:NC_060207.1/CM037686.2; chromosome 2:NC_060208.1/CM037687.2; chromosome 3:NC_060209.1/CM037688.2; chromosome 4:NC_060210.1/CM037689.2; chromosome 5:NC_060211.1/CM037690.2; chromosome 6:NC_060212.1/CM037691.2; chromosome 7:NC_060213.1/CM037692.2; chromosome 8:NC_060214.1/CM037693.2; chromosome X:NC_060215.1/CM037694.2; mitochondrion MT:NC_006899.1/,JAJKGG02,14904,31163,2021-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/130/785/GCA_021130785.2_UT_GWSS_2.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/130/785/GCF_021130785.1_UT_GWSS_2.1
PRJNA357059,Crocodylus porosus,Eukaryota;Animals;Reptiles,Cpor-Errol,SAMN03102602,GCA_001723895.1,Scaffold,2049.54,44.2,mitochondrion MT:NC_008143.1/,MDVP01,70,28676,2016-09-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/895/GCA_001723895.1_CroPor_comp1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/723/895/GCF_001723895.1_CroPor_comp1
PRJNA754246,Protopterus annectens,Eukaryota;Animals;Fishes,FY-2018-M,SAMN17890435,GCA_019279795.1, Chromosome,40054.3,40.444,chromosome 1.part0:NC_056725.1/CM033073.1; chromosome 1.part1:NC_056726.1/CM033074.1; chromosome 1.part2:NC_056727.1/CM033075.1; chromosome 2.part0:NC_056728.1/CM033076.1; chromosome 2.part1:NC_056729.1/CM033077.1; chromosome 2.part2:NC_056730.1/CM033078.1; chromosome 3.part0:NC_056731.1/CM033079.1; chromosome 3.part1:NC_056732.1/CM033080.1; chromosome 4.part0:NC_056733.1/CM033081.1; chromosome 4.part1:NC_056734.1/CM033082.1; chromosome 9:CM033091.1; chromosome 10:CM033092.1; chromosome 5.part0:NC_056735.1/CM033083.1; chromosome 5.part1:NC_056736.1/CM033084.1; chromosome 11:CM033093.1; chromosome 6.part0:NC_056737.1/CM033085.1; chromosome 6.part1:NC_056738.1/CM033086.1; chromosome 12:CM033094.1; chromosome 7.part0:NC_056739.1/CM033087.1; chromosome 7.part1:NC_056740.1/CM033088.1; chromosome 13:CM033095.1; chromosome 8.part0:NC_056741.1/CM033089.1; chromosome 8.part1:NC_056742.1/CM033090.1; chromosome 14:CM033096.1; chromosome 9.part0:NC_056743.1/; chromosome 10.part0:NC_056744.1/; chromosome 11.part0:NC_056745.1/; chromosome 15:CM033097.1; chromosome 12.part0:NC_056746.1/; chromosome 13.part0:NC_056747.1/; chromosome 16:CM033098.1; chromosome 14.part0:NC_056748.1/; chromosome 15.part0:NC_056749.1/; chromosome 17:CM033099.1; chromosome 16.part0:NC_056750.1/; chromosome 17.part0:NC_056751.1/; mitochondrion MT:NC_018822.1/,JAGYFI01,12668,37069,2021-07-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/279/795/GCA_019279795.1_PAN1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/279/795/GCF_019279795.1_PAN1.0
PRJNA246160,Prunus mume,Eukaryota;Plants;Land Plants,4,SAMN02981503,GCA_000346735.1, Chromosome,234.03,38.327,linkage group LG1:NC_024126.1/CM001826.1; linkage group LG2:NC_024127.1/CM001827.1; linkage group LG3:NC_024128.1/CM001828.1; linkage group LG4:NC_024129.1/CM001829.1; linkage group LG5:NC_024130.1/CM001830.1; linkage group LG6:NC_024131.1/CM001831.1; linkage group LG7:NC_024132.1/CM001832.1; linkage group LG8:NC_024133.1/CM001833.1; plastid Pltd:NC_023798.1/,AOHF01,8626,29705,2013-02-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/346/735/GCA_000346735.1_P.mume_V1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/735/GCF_000346735.1_P.mume_V1.0
PRJNA371634,Ananas comosus,Eukaryota;Plants;Land Plants,,SAMN04316497,GCA_001540865.1, Chromosome,382.056,38.5371,linkage group 1:NC_033621.1/CM003813.1; linkage group 2:NC_033622.1/CM003814.1; linkage group 3:NC_033623.1/CM003815.1; linkage group 4:NC_033624.1/CM003816.1; linkage group 5:NC_033625.1/CM003817.1; linkage group 6:NC_033626.1/CM003818.1; linkage group 7:NC_033627.1/CM003819.1; linkage group 8:NC_033628.1/CM003820.1; linkage group 9:NC_033629.1/CM003821.1; linkage group 10:NC_033630.1/CM003822.1; linkage group 11:NC_033631.1/CM003823.1; linkage group 12:NC_033632.1/CM003824.1; linkage group 13:NC_033633.1/CM003825.1; linkage group 14:NC_033634.1/CM003826.1; linkage group 15:NC_033635.1/CM003827.1; linkage group 16:NC_033636.1/CM003828.1; linkage group 17:NC_033637.1/CM003829.1; linkage group 18:NC_033638.1/CM003830.1; linkage group 19:NC_033639.1/CM003831.1; linkage group 20:NC_033640.1/CM003832.1; linkage group 21:NC_033641.1/CM003833.1; linkage group 22:NC_033642.1/CM003834.1; linkage group 23:NC_033643.1/CM003835.1; linkage group 24:NC_033644.1/CM003836.1; linkage group 25:NC_033645.1/CM003837.1; chloroplast Pltd:NC_026220.1/,LODP01,3129,35775,2016-01-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/540/865/GCA_001540865.1_ASM154086v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/540/865/GCF_001540865.1_ASM154086v1
PRJNA580467,Punica granatum,Eukaryota;Plants;Land Plants,Tunisia-2019,SAMN05193489,GCA_007655135.2, Chromosome,320.494,40.3699,chromosome 1:NC_045127.1/CM018611.1; chromosome 2:NC_045128.1/CM018612.1; chromosome 3:NC_045129.1/CM018613.1; chromosome 4:NC_045130.1/CM018614.1; chromosome 5:NC_045131.1/CM018615.1; chromosome 6:NC_045132.1/CM018616.1; chromosome 7:NC_045133.1/CM018617.1; chromosome 8:NC_045134.1/CM018618.1; chloroplast Pltd:NC_035240.1/,MABG02,474,36608,2019-07-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/655/135/GCA_007655135.2_ASM765513v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/655/135/GCF_007655135.1_ASM765513v2
PRJNA800460,Micropterus dolomieu,Eukaryota;Animals;Fishes,WLL.071019.BEF.003,SAMN22851699,GCA_021292245.1, Chromosome,829.587,40.7581,linkage group LG01:NC_060150.1/CM037965.1; linkage group LG02:NC_060151.1/CM037966.1; linkage group LG03:NC_060152.1/CM037967.1; linkage group LG04:NC_060153.1/CM037968.1; linkage group LG05:NC_060154.1/CM037969.1; linkage group LG06:NC_060155.1/CM037970.1; linkage group LG07:NC_060156.1/CM037971.1; linkage group LG08:NC_060157.1/CM037972.1; linkage group LG09:NC_060158.1/CM037973.1; linkage group LG10:NC_060159.1/CM037974.1; linkage group LG11:NC_060160.1/CM037975.1; linkage group LG12:NC_060161.1/CM037976.1; linkage group LG13:NC_060162.1/CM037977.1; linkage group LG14:NC_060163.1/CM037978.1; linkage group LG15:NC_060164.1/CM037979.1; linkage group LG16:NC_060165.1/CM037980.1; linkage group LG17:NC_060166.1/CM037981.1; linkage group LG18:NC_060167.1/CM037982.1; linkage group LG19:NC_060168.1/CM037983.1; linkage group LG20:NC_060169.1/CM037984.1; linkage group LG21:NC_060170.1/CM037985.1; linkage group LG22:NC_060171.1/CM037986.1; linkage group LG23:NC_060172.1/CM037987.1; mitochondrion MT:NC_011361.1/,JAJNER01,15020,48260,2021-12-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/292/245/GCA_021292245.1_ASM2129224v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/292/245/GCF_021292245.1_ASM2129224v1
PRJNA348318,Anoplophora glabripennis,Eukaryota;Animals;Insects,ALB-LARVAE,SAMN02222868,GCA_000390285.2,Scaffold,706.969,33.3997,mitochondrion MT:NC_008221.1/,AQHT02,9867,20632,2013-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/390/285/GCA_000390285.2_Agla_2.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/285/GCF_000390285.2_Agla_2.0
PRJNA298780,Halyomorpha halys,Eukaryota;Animals;Insects,HHAL.00,SAMN02737379,GCA_000696795.2,Scaffold,998.241,30.8999,mitochondrion MT:NC_013272.1/,JMPT02,16639,25026,2014-05-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/696/795/GCA_000696795.2_Hhal_2.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/696/795/GCF_000696795.2_Hhal_2.0
PRJNA297591,Cephus cinctus,Eukaryota;Animals;Insects,,SAMN02905554,GCA_000341935.1,Scaffold,162.246,40.3973,mitochondrion MT:NC_012688.1/,AMWH01,1976,31876,2014-07-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/935/GCA_000341935.1_Ccin1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/935/GCF_000341935.1_Ccin1
PRJNA345597,Lates calcarifer,Eukaryota;Animals;Fishes,ASB-BC8,SAMN04026617,GCA_001640805.1,Scaffold,668.481,40.8001,mitochondrion MT:NC_007439.1/,LLXD01,3808,45223,2016-05-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/640/805/GCA_001640805.1_ASM164080v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/640/805/GCF_001640805.1_ASM164080v1
PRJNA416314,Spodoptera litura,Eukaryota;Animals;Insects,Ishihara,SAMN05845584,GCA_002706865.1, Chromosome,438.956,36.8924,chromosome 1:NC_036187.1/CM008392.1; chromosome 2:NC_036188.1/CM008393.1; chromosome 3:NC_036189.1/CM008394.1; chromosome 4:NC_036190.1/CM008395.1; chromosome 5:NC_036191.1/CM008396.1; chromosome 6:NC_036192.1/CM008397.1; chromosome 7:NC_036193.1/CM008398.1; chromosome 8:NC_036194.1/CM008399.1; chromosome 9:NC_036195.1/CM008400.1; chromosome 10:NC_036196.1/CM008401.1; chromosome 11:NC_036197.1/CM008402.1; chromosome 12:NC_036198.1/CM008403.1; chromosome 13:NC_036199.1/CM008404.1; chromosome 14:NC_036200.1/CM008405.1; chromosome 15:NC_036201.1/CM008406.1; chromosome 16:NC_036202.1/CM008407.1; chromosome 17:NC_036203.1/CM008408.1; chromosome 18:NC_036204.1/CM008409.1; chromosome 19:NC_036205.1/CM008410.1; chromosome 20:NC_036206.1/CM008411.1; chromosome 21:NC_036207.1/CM008412.1; chromosome 22:NC_036208.1/CM008413.1; chromosome 23:NC_036209.1/CM008414.1; chromosome 24:NC_036210.1/CM008415.1; chromosome 25:NC_036211.1/CM008416.1; chromosome 26:NC_036212.1/CM008417.1; chromosome 27:NC_036213.1/CM008418.1; chromosome 28:NC_036214.1/CM008419.1; chromosome 29:NC_036215.1/CM008420.1; chromosome 30:NC_036216.1/CM008421.1; chromosome Z:NC_036217.1/CM008422.1; mitochondrion MT:NC_022676.1/,MTZO01,3598,24319,2017-10-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/706/865/GCA_002706865.1_ASM270686v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/706/865/GCF_002706865.1_ASM270686v1
PRJNA282745,Aotus nancymaae,Eukaryota;Animals;Mammals,86115,SAMN03121886,GCA_000952055.2,Scaffold,2861.68,41.1,mitochondrion MT:NC_018116.1/,JYKP02,28922,47568,2015-03-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/952/055/GCA_000952055.2_Anan_2.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/952/055/GCF_000952055.2_Anan_2.0
PRJNA504297,Acinonyx jubatus,Eukaryota;Animals;Mammals,Rico,SAMN09699341,GCA_003709585.1,Scaffold,2384.85,41.6,mitochondrion MT:NC_005212.1/,QURD01,3220,56261,2018-10-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/709/585/GCA_003709585.1_Aci_jub_2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/709/585/GCF_003709585.1_Aci_jub_2
PRJNA357062,Gavialis gangeticus,Eukaryota;Animals;Other Animals,Ggan-Ray,SAMN03102901,GCA_001723915.1,Scaffold,2640.79,45.5,mitochondrion MT:NC_008241.1/,MDVQ01,81,27294,2016-09-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/915/GCA_001723915.1_GavGan_comp1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/723/915/GCF_001723915.1_GavGan_comp1
PRJEB47020,Aporia crataegi,Eukaryota;Animals;Insects,,SAMEA7523355,GCA_912999735.1, Chromosome,229.694,32.4043,chromosome 1:OU538729.1; chromosome 2:OU538730.1; chromosome 3:OU538731.1; chromosome 4:OU538733.1; chromosome 5:OU538734.1; chromosome 6:OU538735.1; chromosome 7:OU538736.1; chromosome 8:OU538737.1; chromosome 9:OU538738.1; chromosome 10:OU538739.1; chromosome 11:OU538740.1; chromosome 12:OU538741.1; chromosome 13:OU538742.1; chromosome 14:OU538743.1; chromosome 15:OU538744.1; chromosome 16:OU538745.1; chromosome 17:OU538746.1; chromosome 18:OU538747.1; chromosome 19:OU538748.1; chromosome 20:OU538749.1; chromosome 21:OU538750.1; chromosome 22:OU538751.1; chromosome 23:OU538752.1; chromosome 24:OU538753.1; chromosome 25:OU538754.1; chromosome Z:OU538732.1; mitochondrion MT:OU538755.1,,27,0,2021-08-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/912/999/735/GCA_912999735.1_ilApoCrat1.1,
PRJNA480452,Frankliniella occidentalis,Eukaryota;Animals;Insects,FOCC.00,SAMN02303501,GCA_000697945.3,Scaffold,274.99,50.8985,mitochondrion MT:NC_018370.1/,JMDY02,18479,23356,2014-06-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/697/945/GCA_000697945.3_Focc_2.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/697/945/GCF_000697945.2_Focc_2.1
PRJNA357596,Hipposideros armiger,Eukaryota;Animals;Mammals,ML-2016,SAMN03177460,GCA_001890085.1,Scaffold,2236.58,42.2,mitochondrion MT:NC_018540.1/,JXIK01,7571,45831,2016-12-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/085/GCA_001890085.1_ASM189008v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/085/GCF_001890085.1_ASM189008v1
PRJNA436375,Desmodus rotundus,Eukaryota;Animals;Mammals,DRU21DN04,SAMN07783852,GCA_002940915.2,Scaffold,2063.81,42.3,mitochondrion MT:NC_022423.1/,PEHR01,29801,44449,2018-02-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/940/915/GCA_002940915.2_ASM294091v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/940/915/GCF_002940915.1_ASM294091v2
